repo_id,symbol,path,start_line,end_line,in_degree,out_degree,pagerank,component_id
src,tasksChat.taskschat,tasksChat.py,22,23,0,0,0.041666666667,19
src,tasksChat.privacy,tasksChat.py,26,27,0,0,0.041666666667,16
src,tasksChat.privacy_html,tasksChat.py,30,31,0,0,0.041666666667,17
src,tasksChat.terms,tasksChat.py,34,35,0,0,0.041666666667,20
src,tasksChat.terms_html,tasksChat.py,38,39,0,0,0.041666666667,21
src,tasksChat.now_ts,tasksChat.py,96,97,0,0,0.041666666667,11
src,tasksChat._urlsafe_b64decode,tasksChat.py,100,102,0,0,0.041666666667,0
src,tasksChat.create_signed_oauth_state,tasksChat.py,105,108,0,0,0.041666666667,2
src,tasksChat.parse_signed_oauth_state,tasksChat.py,111,128,0,0,0.041666666667,15
src,tasksChat.create_user_with_google_tokens,tasksChat.py,131,157,0,0,0.041666666667,4
src,tasksChat.refresh_google_token,tasksChat.py,159,174,0,0,0.041666666667,18
src,tasksChat.get_current_user,tasksChat.py,177,193,0,0,0.041666666667,6
src,tasksChat.get_valid_google_token,tasksChat.py,196,219,0,0,0.041666666667,8
src,tasksChat.get_google_token_for_request,tasksChat.py,222,223,0,0,0.041666666667,7
src,tasksChat.oauth_start,tasksChat.py,232,284,0,0,0.041666666667,13
src,tasksChat.oauth_callback,tasksChat.py,293,374,0,0,0.041666666667,12
src,tasksChat.oauth_token,tasksChat.py,385,483,0,0,0.041666666667,14
src,tasksChat.debug_pending_states,tasksChat.py,491,504,0,0,0.041666666667,5
src,tasksChat.list_task_lists,tasksChat.py,507,546,0,0,0.041666666667,9
src,tasksChat.list_tasks,tasksChat.py,550,602,0,0,0.041666666667,10
src,tasksChat.create_task,tasksChat.py,606,632,0,0,0.041666666667,3
src,tasksChat.update_task,tasksChat.py,636,665,0,0,0.041666666667,23
src,tasksChat.complete_task,tasksChat.py,669,695,0,0,0.041666666667,1
src,tasksChat.uncomplete_task,tasksChat.py,699,725,0,0,0.041666666667,22
